5030000	44470000	1
5060000	42520000	1
5060000	44010000	1
5060000	44190000	1
5060000	45350000	1
5080000	44190000	1
5080000	44300000	1
5090000	44200000	1
5100000	5100000	2
5100000	5120000	2
5100000	43840000	1
5100000	44190000	1
5100000	44260000	1
5100000	44290000	3
5100000	44320000	1
5100000	44820000	1
5110000	5110000	1
5110000	43780000	1
5110000	44250000	1
5110000	44260000	1
5110000	44300000	2
5110000	44460000	1
5110000	44470000	2
5110000	44480000	1
5110000	44820000	1
5110000	44940000	1
5120000	5120000	1
5120000	5140000	2
5120000	31160000	1
5120000	42150000	1
5120000	43710000	1
5120000	43730000	1
5120000	43780000	2
5120000	43850000	2
5120000	43920000	1
5120000	43960000	1
5120000	43980000	1
5120000	44080000	2
5120000	44250000	1
5120000	44260000	3
5120000	44270000	2
5120000	44290000	8
5120000	44300000	2
5120000	44350000	3
5120000	44370000	1
5120000	44470000	3
5120000	44530000	1
5120000	44600000	1
5120000	44790000	2
5120000	44920000	1
5120000	45120000	1
5120000	45280000	1
5120000	46040000	1
5120000	46600000	1
5130000	36280000	1
5130000	44250000	1
5130000	46220000	1
5130000	46520000	1
5140000	44000000	1
5140000	44010000	1
5140000	44480000	1
5140000	44490000	1
5140000	44500000	1
5150000	44040000	1
5150000	44680000	1
5150000	45990000	1
5210000	19960000	1
5210000	20660000	1
5210000	22690000	1
5210000	30480000	1
5220000	5220000	2
5220000	9010000	1
5220000	9790000	1
5220000	9890000	1
5220000	9930000	1
5220000	9980000	1
5220000	16150000	1
5220000	16930000	1
5220000	20420000	1
5220000	40880000	1
5230000	5230000	1
5230000	5240000	1
5230000	9990000	1
5230000	10660000	1
5230000	27340000	1
5230000	31450000	1
5240000	5240000	1
5240000	10510000	1
5240000	33090000	1
5240000	40010000	1
5250000	5250000	5
5250000	9530000	1
5250000	10530000	1
5350000	7280000	2
6030000	43280000	1
6070000	37660000	1
6080000	44020000	1
6090000	6110000	1
6090000	42500000	1
6090000	43350000	1
6100000	6100000	1
6100000	36270000	1
6100000	42840000	1
6100000	43010000	1
6100000	43330000	1
6110000	43710000	1
6110000	43720000	1
6120000	42920000	1
6120000	42930000	1
6120000	43300000	2
6120000	43370000	1
6120000	43850000	1
6350000	6370000	2
6360000	6360000	24
6360000	6370000	27
6360000	20070000	1
6360000	25940000	1
6360000	32370000	1
6360000	36020000	1
6360000	43710000	1
6370000	6370000	153
6370000	9330000	1
6370000	9370000	1
6370000	9660000	1
6370000	13950000	1
6370000	14390000	1
6370000	14610000	1
6370000	14670000	1
6370000	14740000	1
6370000	14870000	1
6370000	17670000	1
6370000	24310000	1
6370000	25590000	1
6370000	29260000	1
6370000	29290000	1
6370000	32370000	1
6370000	32780000	1
6370000	34230000	1
6370000	34790000	1
6370000	36150000	1
6370000	37330000	1
6370000	38240000	1
6370000	40130000	1
6370000	42070000	1
6370000	42170000	1
6370000	45790000	1
6430000	6430000	1
6430000	36920000	1
6430000	42160000	1
6430000	42810000	1
6430000	42870000	1
6430000	42920000	1
6430000	42930000	1
6430000	42940000	1
6430000	42950000	1
6430000	43040000	1
6430000	43610000	1
6450000	42720000	1
6460000	46630000	1
6480000	41660000	1
6480000	42790000	1
6480000	42920000	1
6480000	43020000	1
6480000	43610000	1
6490000	42510000	1
6490000	42670000	1
6490000	42920000	1
6490000	43650000	1
6500000	42310000	1
6520000	42830000	1
6530000	43190000	1
6530000	43310000	1
6530000	43340000	1
6530000	43610000	1
6550000	33390000	1
6550000	43620000	1
6560000	32380000	1
6560000	42870000	1
6560000	42950000	1
6560000	44940000	1
6800000	13530000	1
6810000	14140000	1
6810000	40900000	1
6820000	13840000	1
6820000	26350000	1
6870000	14120000	1
6890000	39050000	1
6920000	13770000	1
6920000	32370000	1
6930000	14060000	1
7200000	13340000	1
7230000	9570000	1
7250000	7260000	2
7250000	9930000	1
7280000	10570000	1
7280000	27620000	1
7290000	9760000	1
7300000	7310000	1
7310000	7310000	1
7310000	10780000	1
7750000	32570000	1
7750000	33090000	1
7750000	34350000	1
7750000	34660000	1
7820000	34710000	1
7910000	8870000	1
7930000	40150000	1
7940000	9800000	1
7940000	16730000	1
7950000	7950000	2
7950000	8520000	1
7950000	9070000	1
7950000	10380000	1
7950000	13000000	1
7950000	23320000	1
7960000	8430000	1
7960000	39670000	1
